n_estimators,max_depth,learning_rate,subsample,colsample_bytree,f1_macro,accuracy,f1_weighted,precision_macro,recall_macro
200,6,0.05,0.8,0.8,0.6403099256269497,0.7994845089684919,0.8092616660995428,0.6777718657031612,0.6318727484283523
400,6,0.05,0.8,0.8,0.6393857149078288,0.8040608069012677,0.8062956015439214,0.6695409494972728,0.628333951416915
200,6,0.1,0.8,0.8,0.6383367627134824,0.8039030035242755,0.8047215538527251,0.669148203218247,0.6268665578985866
200,4,0.1,0.8,0.8,0.6373028031092546,0.7962758403029825,0.8046788461232086,0.6998990051005085,0.6272037505094171
400,4,0.05,0.8,0.8,0.6368290596209676,0.7961180369259903,0.8052988606208862,0.6948340639588296,0.627412786258351
400,6,0.1,0.8,0.8,0.6340664840198076,0.8064804586818158,0.806989991847407,0.6588822346598824,0.620897531674926
400,4,0.1,0.8,0.8,0.6336531603146581,0.8007995371100941,0.8028146541186703,0.6647235932132657,0.6217369785709622
200,4,0.05,0.8,0.8,0.6085652661067938,0.7851770027878596,0.791014624691135,0.6955053863790941,0.6000933951899285
